# gapseq version: 1.2 c1e35b7c
# Transporter sequence DB md5sum: b99a77e (2022-08-26)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|A4H7W6|2.A.105.1.7	2.A.105.1.7	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|A4H7W6|2.A.105.1.7	25.362	0.017	30.4	98	k99_9276 flag=0 multi=107.6517 len=28289	22981	23337	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P0AFF4|2.A.1.10.1	31.373	1.13e-61	212	97	k99_10845 flag=0 multi=134.0291 len=49055	3295	2117	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P0AFF4|2.A.1.10.1	31.373	1.13e-61	212	97	k99_10845 flag=0 multi=134.0291 len=49055	3295	2117	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P0AFF4|2.A.1.10.1	31.373	1.13e-61	212	97	k99_10845 flag=0 multi=134.0291 len=49055	3295	2117	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P0AFF4|2.A.1.10.1	31.373	1.13e-61	212	97	k99_10845 flag=0 multi=134.0291 len=49055	3295	2117	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P0AFF4|2.A.1.10.1	31.373	1.13e-61	212	97	k99_10845 flag=0 multi=134.0291 len=49055	3295	2117	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P45562|2.A.1.10.2	31.873	2.59e-45	164	97	k99_10845 flag=0 multi=134.0291 len=49055	3289	2108	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P45562|2.A.1.10.2	31.873	2.59e-45	164	97	k99_10845 flag=0 multi=134.0291 len=49055	3289	2108	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P45562|2.A.1.10.2	31.873	2.59e-45	164	97	k99_10845 flag=0 multi=134.0291 len=49055	3289	2108	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P45562|2.A.1.10.2	31.873	2.59e-45	164	97	k99_10845 flag=0 multi=134.0291 len=49055	3289	2108	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	xanthosine	EX_cpd01217_e0	rxn05680,rxn09381	gnl|TC-DB|P45562|2.A.1.10.2	31.873	2.59e-45	164	97	k99_10845 flag=0 multi=134.0291 len=49055	3289	2108	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|Q56ZZ7|2.A.1.1.102	2.A.1.1.102	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q56ZZ7|2.A.1.1.102	28.315	2.49e-29	119	79	k99_39941 flag=0 multi=121.2001 len=20600	15541	16848	transporter
gnl|TC-DB|Q0WWW9|2.A.1.1.103	2.A.1.1.103	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q0WWW9|2.A.1.1.103	31.770	2.03e-45	168	82	k99_39941 flag=0 multi=121.2001 len=20600	15538	16845	transporter
gnl|TC-DB|P30606|2.A.1.1.104	2.A.1.1.104	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P30606|2.A.1.1.104	29.274	7.81e-36	140	75	k99_39941 flag=0 multi=121.2001 len=20600	15532	16830	transporter
gnl|TC-DB|P32465|2.A.1.1.108	2.A.1.1.108	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P32465|2.A.1.1.108	26.947	2.61e-32	129	81	k99_39941 flag=0 multi=121.2001 len=20600	15532	16836	transporter
gnl|TC-DB|P23585|2.A.1.1.111	2.A.1.1.111	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P23585|2.A.1.1.111	28.125	9.75e-36	139	76	k99_39941 flag=0 multi=121.2001 len=20600	15547	16692	transporter
gnl|TC-DB|Q9P3U6|2.A.1.1.112	2.A.1.1.112	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9P3U6|2.A.1.1.112	25.455	1.10e-30	124	77	k99_39941 flag=0 multi=121.2001 len=20600	15514	16704	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|C4B4V9|2.A.1.1.116	30.820	1.79e-54	193	91	k99_39941 flag=0 multi=121.2001 len=20600	15547	16839	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|C4B4V9|2.A.1.1.116	30.820	1.79e-54	193	91	k99_39941 flag=0 multi=121.2001 len=20600	15547	16839	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|C4B4V9|2.A.1.1.116	30.820	1.79e-54	193	91	k99_39941 flag=0 multi=121.2001 len=20600	15547	16839	transporter
gnl|TC-DB|G4N740|2.A.1.1.117	2.A.1.1.117	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|G4N740|2.A.1.1.117	29.299	5.19e-41	155	83	k99_39941 flag=0 multi=121.2001 len=20600	15517	16836	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.120	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.735	6.90e-66	226	97	k99_39941 flag=0 multi=121.2001 len=20600	15550	16854	transporter
gnl|TC-DB|E1WAV4|2.A.1.1.121	2.A.1.1.121	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV4|2.A.1.1.121	31.760	1.81e-52	187	95	k99_39941 flag=0 multi=121.2001 len=20600	15523	16839	transporter
gnl|TC-DB|AGG19156.1|2.A.1.1.122	2.A.1.1.122	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AGG19156.1|2.A.1.1.122	26.998	2.21e-42	157	92	k99_39941 flag=0 multi=121.2001 len=20600	15550	16830	transporter
gnl|TC-DB|AIU41385.1|2.A.1.1.123	2.A.1.1.123	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AIU41385.1|2.A.1.1.123	26.840	2.86e-51	184	89	k99_39941 flag=0 multi=121.2001 len=20600	15538	16830	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q9LT15|2.A.1.1.124	27.047	3.75e-39	149	77	k99_39941 flag=0 multi=121.2001 len=20600	15673	16836	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9LT15|2.A.1.1.124	27.047	3.75e-39	149	77	k99_39941 flag=0 multi=121.2001 len=20600	15673	16836	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q9LT15|2.A.1.1.124	27.047	3.75e-39	149	77	k99_39941 flag=0 multi=121.2001 len=20600	15673	16836	transporter
gnl|TC-DB|C4QVV9|2.A.1.1.125	2.A.1.1.125	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|C4QVV9|2.A.1.1.125	25.373	1.24e-23	101	74	k99_39941 flag=0 multi=121.2001 len=20600	15682	16830	transporter
gnl|TC-DB|A8DCT2|2.A.1.1.126	2.A.1.1.126	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|A8DCT2|2.A.1.1.126	27.632	8.33e-27	112	77	k99_39941 flag=0 multi=121.2001 len=20600	15544	16830	transporter
gnl|TC-DB|A5Y0C3|2.A.1.1.128	2.A.1.1.128	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A5Y0C3|2.A.1.1.128	26.667	4.24e-25	105	80	k99_39941 flag=0 multi=121.2001 len=20600	15682	16842	transporter
gnl|TC-DB|A5LGM7|2.A.1.1.129	2.A.1.1.129	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|A5LGM7|2.A.1.1.129	26.531	4.49e-35	136	75	k99_39941 flag=0 multi=121.2001 len=20600	15721	16851	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|AIU34725.1|2.A.1.1.131	2.A.1.1.131	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|AIU34725.1|2.A.1.1.131	24.289	7.25e-39	147	88	k99_39941 flag=0 multi=121.2001 len=20600	15562	16836	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.132	Glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|I1M280|2.A.1.1.132	30.088	4.39e-41	154	85	k99_39941 flag=0 multi=121.2001 len=20600	15523	16830	transporter
gnl|TC-DB|N0A4A7|2.A.1.1.133	2.A.1.1.133	Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|N0A4A7|2.A.1.1.133	29.771	7.73e-33	129	76	k99_39941 flag=0 multi=121.2001 len=20600	15721	16854	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|OAY61114.1|2.A.1.1.134	25.157	4.87e-27	112	89	k99_39941 flag=0 multi=121.2001 len=20600	15535	16854	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY61114.1|2.A.1.1.134	25.157	4.87e-27	112	89	k99_39941 flag=0 multi=121.2001 len=20600	15535	16854	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|OAY61114.1|2.A.1.1.134	25.157	4.87e-27	112	89	k99_39941 flag=0 multi=121.2001 len=20600	15535	16854	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|OAY61114.1|2.A.1.1.134	25.157	4.87e-27	112	89	k99_39941 flag=0 multi=121.2001 len=20600	15535	16854	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|OAY61114.1|2.A.1.1.134	25.157	4.87e-27	112	89	k99_39941 flag=0 multi=121.2001 len=20600	15535	16854	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|OAY55788.1|2.A.1.1.136	27.226	8.59e-36	139	72	k99_39941 flag=0 multi=121.2001 len=20600	15715	16842	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY55788.1|2.A.1.1.136	27.226	8.59e-36	139	72	k99_39941 flag=0 multi=121.2001 len=20600	15715	16842	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|OAY55788.1|2.A.1.1.136	27.226	8.59e-36	139	72	k99_39941 flag=0 multi=121.2001 len=20600	15715	16842	transporter
gnl|TC-DB|AKU75155.2|2.A.1.1.137	2.A.1.1.137	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|AKU75155.2|2.A.1.1.137	25.265	2.68e-29	119	82	k99_39941 flag=0 multi=121.2001 len=20600	15532	16854	transporter
gnl|TC-DB|P15686|2.A.1.1.14	2.A.1.1.14	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|P15686|2.A.1.1.14	28.462	5.84e-32	127	71	k99_39941 flag=0 multi=121.2001 len=20600	15715	16830	transporter
gnl|TC-DB|ACV04919|2.A.1.1.141	2.A.1.1.141	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|ACV04919|2.A.1.1.141	24.211	9.83e-23	99.0	86	k99_39941 flag=0 multi=121.2001 len=20600	15511	16836	transporter
gnl|TC-DB|Q06222|2.A.1.1.18	2.A.1.1.18	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q06222|2.A.1.1.18	22.864	1.61e-16	79.0	75	k99_39941 flag=0 multi=121.2001 len=20600	15604	16827	transporter
gnl|TC-DB|Q06222|2.A.1.1.18	2.A.1.1.18	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q06222|2.A.1.1.18	22.864	1.61e-16	79.0	75	k99_39941 flag=0 multi=121.2001 len=20600	15604	16827	transporter
gnl|TC-DB|Q06222|2.A.1.1.18	2.A.1.1.18	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q06222|2.A.1.1.18	22.864	1.61e-16	79.0	75	k99_39941 flag=0 multi=121.2001 len=20600	15604	16827	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|O34718|2.A.1.1.26	33.772	4.27e-56	197	95	k99_39941 flag=0 multi=121.2001 len=20600	15511	16839	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|O34718|2.A.1.1.26	33.772	4.27e-56	197	95	k99_39941 flag=0 multi=121.2001 len=20600	15511	16839	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	arsenite	EX_cpd04098_e0	rxn05507	gnl|TC-DB|O34718|2.A.1.1.26	33.772	4.27e-56	197	95	k99_39941 flag=0 multi=121.2001 len=20600	15511	16839	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	gluconate	EX_cpd00222_e0	rxn05571,rxn08609,rxn12363	gnl|TC-DB|O34718|2.A.1.1.26	33.772	4.27e-56	197	95	k99_39941 flag=0 multi=121.2001 len=20600	15511	16839	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	glucosamine	EX_cpd00276_e0	rxn12526	gnl|TC-DB|O34718|2.A.1.1.26	33.772	4.27e-56	197	95	k99_39941 flag=0 multi=121.2001 len=20600	15511	16839	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|O34718|2.A.1.1.26	33.772	4.27e-56	197	95	k99_39941 flag=0 multi=121.2001 len=20600	15511	16839	transporter
